image_id,split,image_souce_url,label_source_url,tiff_image_path,tif_label_path,png_image_path,png_label_path
985731,train,,,Dataset_new/train/985731_sat.jpg,Dataset_new/train_labels/985731_mask.png,,
985661,train,,,Dataset_new/train/985661_sat.jpg,Dataset_new/train_labels/985661_mask.png,,
985595,train,,,Dataset_new/train/985595_sat.jpg,Dataset_new/train_labels/985595_mask.png,,
985216,train,,,Dataset_new/train/985216_sat.jpg,Dataset_new/train_labels/985216_mask.png,,
985064,train,,,Dataset_new/train/985064_sat.jpg,Dataset_new/train_labels/985064_mask.png,,
98477,train,,,Dataset_new/train/98477_sat.jpg,Dataset_new/train_labels/98477_mask.png,,
984438,train,,,Dataset_new/train/984438_sat.jpg,Dataset_new/train_labels/984438_mask.png,,
984363,train,,,Dataset_new/train/984363_sat.jpg,Dataset_new/train_labels/984363_mask.png,,
983887,train,,,Dataset_new/train/983887_sat.jpg,Dataset_new/train_labels/983887_mask.png,,
983884,train,,,Dataset_new/train/983884_sat.jpg,Dataset_new/train_labels/983884_mask.png,,
983851,train,,,Dataset_new/train/983851_sat.jpg,Dataset_new/train_labels/983851_mask.png,,
983744,train,,,Dataset_new/train/983744_sat.jpg,Dataset_new/train_labels/983744_mask.png,,
982907,train,,,Dataset_new/train/982907_sat.jpg,Dataset_new/train_labels/982907_mask.png,,
982866,train,,,Dataset_new/train/982866_sat.jpg,Dataset_new/train_labels/982866_mask.png,,
982721,train,,,Dataset_new/train/982721_sat.jpg,Dataset_new/train_labels/982721_mask.png,,
982396,train,,,Dataset_new/train/982396_sat.jpg,Dataset_new/train_labels/982396_mask.png,,
982331,train,,,Dataset_new/train/982331_sat.jpg,Dataset_new/train_labels/982331_mask.png,,
98225,train,,,Dataset_new/train/98225_sat.jpg,Dataset_new/train_labels/98225_mask.png,,
982013,train,,,Dataset_new/train/982013_sat.jpg,Dataset_new/train_labels/982013_mask.png,,
981956,train,,,Dataset_new/train/981956_sat.jpg,Dataset_new/train_labels/981956_mask.png,,
981645,train,,,Dataset_new/train/981645_sat.jpg,Dataset_new/train_labels/981645_mask.png,,
98157,train,,,Dataset_new/train/98157_sat.jpg,Dataset_new/train_labels/98157_mask.png,,
980975,train,,,Dataset_new/train/980975_sat.jpg,Dataset_new/train_labels/980975_mask.png,,
980712,train,,,Dataset_new/train/980712_sat.jpg,Dataset_new/train_labels/980712_mask.png,,
980683,train,,,Dataset_new/train/980683_sat.jpg,Dataset_new/train_labels/980683_mask.png,,
98029,train,,,Dataset_new/train/98029_sat.jpg,Dataset_new/train_labels/98029_mask.png,,
980177,train,,,Dataset_new/train/980177_sat.jpg,Dataset_new/train_labels/980177_mask.png,,
980164,train,,,Dataset_new/train/980164_sat.jpg,Dataset_new/train_labels/980164_mask.png,,
980030,train,,,Dataset_new/train/980030_sat.jpg,Dataset_new/train_labels/980030_mask.png,,
979932,train,,,Dataset_new/train/979932_sat.jpg,Dataset_new/train_labels/979932_mask.png,,
979854,train,,,Dataset_new/train/979854_sat.jpg,Dataset_new/train_labels/979854_mask.png,,
979812,train,,,Dataset_new/train/979812_sat.jpg,Dataset_new/train_labels/979812_mask.png,,
979688,train,,,Dataset_new/train/979688_sat.jpg,Dataset_new/train_labels/979688_mask.png,,
979669,train,,,Dataset_new/train/979669_sat.jpg,Dataset_new/train_labels/979669_mask.png,,
979605,train,,,Dataset_new/train/979605_sat.jpg,Dataset_new/train_labels/979605_mask.png,,
979506,train,,,Dataset_new/train/979506_sat.jpg,Dataset_new/train_labels/979506_mask.png,,
979246,train,,,Dataset_new/train/979246_sat.jpg,Dataset_new/train_labels/979246_mask.png,,
979149,train,,,Dataset_new/train/979149_sat.jpg,Dataset_new/train_labels/979149_mask.png,,
979028,train,,,Dataset_new/train/979028_sat.jpg,Dataset_new/train_labels/979028_mask.png,,
97854,train,,,Dataset_new/train/97854_sat.jpg,Dataset_new/train_labels/97854_mask.png,,
97852,train,,,Dataset_new/train/97852_sat.jpg,Dataset_new/train_labels/97852_mask.png,,
978495,train,,,Dataset_new/train/978495_sat.jpg,Dataset_new/train_labels/978495_mask.png,,
978406,train,,,Dataset_new/train/978406_sat.jpg,Dataset_new/train_labels/978406_mask.png,,
97837,train,,,Dataset_new/train/97837_sat.jpg,Dataset_new/train_labels/97837_mask.png,,
978339,train,,,Dataset_new/train/978339_sat.jpg,Dataset_new/train_labels/978339_mask.png,,
978201,train,,,Dataset_new/train/978201_sat.jpg,Dataset_new/train_labels/978201_mask.png,,
978104,train,,,Dataset_new/train/978104_sat.jpg,Dataset_new/train_labels/978104_mask.png,,
978037,train,,,Dataset_new/train/978037_sat.jpg,Dataset_new/train_labels/978037_mask.png,,
977848,train,,,Dataset_new/train/977848_sat.jpg,Dataset_new/train_labels/977848_mask.png,,
97748,train,,,Dataset_new/train/97748_sat.jpg,Dataset_new/train_labels/97748_mask.png,,
976970,train,,,Dataset_new/train/976970_sat.jpg,Dataset_new/train_labels/976970_mask.png,,
976914,train,,,Dataset_new/train/976914_sat.jpg,Dataset_new/train_labels/976914_mask.png,,
976894,train,,,Dataset_new/train/976894_sat.jpg,Dataset_new/train_labels/976894_mask.png,,
976759,train,,,Dataset_new/train/976759_sat.jpg,Dataset_new/train_labels/976759_mask.png,,
976537,train,,,Dataset_new/train/976537_sat.jpg,Dataset_new/train_labels/976537_mask.png,,
976451,train,,,Dataset_new/train/976451_sat.jpg,Dataset_new/train_labels/976451_mask.png,,
976438,train,,,Dataset_new/train/976438_sat.jpg,Dataset_new/train_labels/976438_mask.png,,
976327,train,,,Dataset_new/train/976327_sat.jpg,Dataset_new/train_labels/976327_mask.png,,
976309,train,,,Dataset_new/train/976309_sat.jpg,Dataset_new/train_labels/976309_mask.png,,
97627,train,,,Dataset_new/train/97627_sat.jpg,Dataset_new/train_labels/97627_mask.png,,
975973,train,,,Dataset_new/train/975973_sat.jpg,Dataset_new/train_labels/975973_mask.png,,
975274,train,,,Dataset_new/train/975274_sat.jpg,Dataset_new/train_labels/975274_mask.png,,
974843,train,,,Dataset_new/train/974843_sat.jpg,Dataset_new/train_labels/974843_mask.png,,
974773,train,,,Dataset_new/train/974773_sat.jpg,Dataset_new/train_labels/974773_mask.png,,
974725,train,,,Dataset_new/train/974725_sat.jpg,Dataset_new/train_labels/974725_mask.png,,
974696,train,,,Dataset_new/train/974696_sat.jpg,Dataset_new/train_labels/974696_mask.png,,
974637,train,,,Dataset_new/train/974637_sat.jpg,Dataset_new/train_labels/974637_mask.png,,
974256,train,,,Dataset_new/train/974256_sat.jpg,Dataset_new/train_labels/974256_mask.png,,
974250,train,,,Dataset_new/train/974250_sat.jpg,Dataset_new/train_labels/974250_mask.png,,
974158,train,,,Dataset_new/train/974158_sat.jpg,Dataset_new/train_labels/974158_mask.png,,
973982,train,,,Dataset_new/train/973982_sat.jpg,Dataset_new/train_labels/973982_mask.png,,
973890,train,,,Dataset_new/train/973890_sat.jpg,Dataset_new/train_labels/973890_mask.png,,
973490,train,,,Dataset_new/train/973490_sat.jpg,Dataset_new/train_labels/973490_mask.png,,
973434,train,,,Dataset_new/train/973434_sat.jpg,Dataset_new/train_labels/973434_mask.png,,
97321,train,,,Dataset_new/train/97321_sat.jpg,Dataset_new/train_labels/97321_mask.png,,
973094,train,,,Dataset_new/train/973094_sat.jpg,Dataset_new/train_labels/973094_mask.png,,
973063,train,,,Dataset_new/train/973063_sat.jpg,Dataset_new/train_labels/973063_mask.png,,
97287,train,,,Dataset_new/train/97287_sat.jpg,Dataset_new/train_labels/97287_mask.png,,
97279,train,,,Dataset_new/train/97279_sat.jpg,Dataset_new/train_labels/97279_mask.png,,
97272,train,,,Dataset_new/train/97272_sat.jpg,Dataset_new/train_labels/97272_mask.png,,
972689,train,,,Dataset_new/train/972689_sat.jpg,Dataset_new/train_labels/972689_mask.png,,
972546,train,,,Dataset_new/train/972546_sat.jpg,Dataset_new/train_labels/972546_mask.png,,
972254,train,,,Dataset_new/train/972254_sat.jpg,Dataset_new/train_labels/972254_mask.png,,
972206,train,,,Dataset_new/train/972206_sat.jpg,Dataset_new/train_labels/972206_mask.png,,
971922,train,,,Dataset_new/train/971922_sat.jpg,Dataset_new/train_labels/971922_mask.png,,
971299,train,,,Dataset_new/train/971299_sat.jpg,Dataset_new/train_labels/971299_mask.png,,
971228,train,,,Dataset_new/train/971228_sat.jpg,Dataset_new/train_labels/971228_mask.png,,
971177,train,,,Dataset_new/train/971177_sat.jpg,Dataset_new/train_labels/971177_mask.png,,
97115,train,,,Dataset_new/train/97115_sat.jpg,Dataset_new/train_labels/97115_mask.png,,
971038,train,,,Dataset_new/train/971038_sat.jpg,Dataset_new/train_labels/971038_mask.png,,
970706,train,,,Dataset_new/train/970706_sat.jpg,Dataset_new/train_labels/970706_mask.png,,
970400,train,,,Dataset_new/train/970400_sat.jpg,Dataset_new/train_labels/970400_mask.png,,
970229,train,,,Dataset_new/train/970229_sat.jpg,Dataset_new/train_labels/970229_mask.png,,
969845,train,,,Dataset_new/train/969845_sat.jpg,Dataset_new/train_labels/969845_mask.png,,
969794,train,,,Dataset_new/train/969794_sat.jpg,Dataset_new/train_labels/969794_mask.png,,
969507,train,,,Dataset_new/train/969507_sat.jpg,Dataset_new/train_labels/969507_mask.png,,
969112,train,,,Dataset_new/train/969112_sat.jpg,Dataset_new/train_labels/969112_mask.png,,
96905,train,,,Dataset_new/train/96905_sat.jpg,Dataset_new/train_labels/96905_mask.png,,
969029,train,,,Dataset_new/train/969029_sat.jpg,Dataset_new/train_labels/969029_mask.png,,
969001,train,,,Dataset_new/train/969001_sat.jpg,Dataset_new/train_labels/969001_mask.png,,
968959,train,,,Dataset_new/train/968959_sat.jpg,Dataset_new/train_labels/968959_mask.png,,
968835,train,,,Dataset_new/train/968835_sat.jpg,Dataset_new/train_labels/968835_mask.png,,
968690,train,,,Dataset_new/train/968690_sat.jpg,Dataset_new/train_labels/968690_mask.png,,
968546,train,,,Dataset_new/train/968546_sat.jpg,Dataset_new/train_labels/968546_mask.png,,
968202,train,,,Dataset_new/train/968202_sat.jpg,Dataset_new/train_labels/968202_mask.png,,
968022,train,,,Dataset_new/train/968022_sat.jpg,Dataset_new/train_labels/968022_mask.png,,
967951,train,,,Dataset_new/train/967951_sat.jpg,Dataset_new/train_labels/967951_mask.png,,
967643,train,,,Dataset_new/train/967643_sat.jpg,Dataset_new/train_labels/967643_mask.png,,
967447,train,,,Dataset_new/train/967447_sat.jpg,Dataset_new/train_labels/967447_mask.png,,
966836,train,,,Dataset_new/train/966836_sat.jpg,Dataset_new/train_labels/966836_mask.png,,
966786,train,,,Dataset_new/train/966786_sat.jpg,Dataset_new/train_labels/966786_mask.png,,
966775,train,,,Dataset_new/train/966775_sat.jpg,Dataset_new/train_labels/966775_mask.png,,
966712,train,,,Dataset_new/train/966712_sat.jpg,Dataset_new/train_labels/966712_mask.png,,
966535,train,,,Dataset_new/train/966535_sat.jpg,Dataset_new/train_labels/966535_mask.png,,
966525,train,,,Dataset_new/train/966525_sat.jpg,Dataset_new/train_labels/966525_mask.png,,
966419,train,,,Dataset_new/train/966419_sat.jpg,Dataset_new/train_labels/966419_mask.png,,
9663,train,,,Dataset_new/train/9663_sat.jpg,Dataset_new/train_labels/9663_mask.png,,
96639,train,,,Dataset_new/train/96639_sat.jpg,Dataset_new/train_labels/96639_mask.png,,
96635,train,,,Dataset_new/train/96635_sat.jpg,Dataset_new/train_labels/96635_mask.png,,
966308,train,,,Dataset_new/train/966308_sat.jpg,Dataset_new/train_labels/966308_mask.png,,
966295,train,,,Dataset_new/train/966295_sat.jpg,Dataset_new/train_labels/966295_mask.png,,
966260,train,,,Dataset_new/train/966260_sat.jpg,Dataset_new/train_labels/966260_mask.png,,
965750,train,,,Dataset_new/train/965750_sat.jpg,Dataset_new/train_labels/965750_mask.png,,
96543,train,,,Dataset_new/train/96543_sat.jpg,Dataset_new/train_labels/96543_mask.png,,
965378,train,,,Dataset_new/train/965378_sat.jpg,Dataset_new/train_labels/965378_mask.png,,
965349,train,,,Dataset_new/train/965349_sat.jpg,Dataset_new/train_labels/965349_mask.png,,
965322,train,,,Dataset_new/train/965322_sat.jpg,Dataset_new/train_labels/965322_mask.png,,
965147,train,,,Dataset_new/train/965147_sat.jpg,Dataset_new/train_labels/965147_mask.png,,
964926,train,,,Dataset_new/train/964926_sat.jpg,Dataset_new/train_labels/964926_mask.png,,
964793,train,,,Dataset_new/train/964793_sat.jpg,Dataset_new/train_labels/964793_mask.png,,
964590,train,,,Dataset_new/train/964590_sat.jpg,Dataset_new/train_labels/964590_mask.png,,
964566,train,,,Dataset_new/train/964566_sat.jpg,Dataset_new/train_labels/964566_mask.png,,
964555,train,,,Dataset_new/train/964555_sat.jpg,Dataset_new/train_labels/964555_mask.png,,
964308,train,,,Dataset_new/train/964308_sat.jpg,Dataset_new/train_labels/964308_mask.png,,
964261,train,,,Dataset_new/train/964261_sat.jpg,Dataset_new/train_labels/964261_mask.png,,
96399,train,,,Dataset_new/train/96399_sat.jpg,Dataset_new/train_labels/96399_mask.png,,
963805,train,,,Dataset_new/train/963805_sat.jpg,Dataset_new/train_labels/963805_mask.png,,
963426,train,,,Dataset_new/train/963426_sat.jpg,Dataset_new/train_labels/963426_mask.png,,
963389,train,,,Dataset_new/train/963389_sat.jpg,Dataset_new/train_labels/963389_mask.png,,
96326,train,,,Dataset_new/train/96326_sat.jpg,Dataset_new/train_labels/96326_mask.png,,
963225,train,,,Dataset_new/train/963225_sat.jpg,Dataset_new/train_labels/963225_mask.png,,
962988,train,,,Dataset_new/train/962988_sat.jpg,Dataset_new/train_labels/962988_mask.png,,
962887,train,,,Dataset_new/train/962887_sat.jpg,Dataset_new/train_labels/962887_mask.png,,
962829,train,,,Dataset_new/train/962829_sat.jpg,Dataset_new/train_labels/962829_mask.png,,
962072,train,,,Dataset_new/train/962072_sat.jpg,Dataset_new/train_labels/962072_mask.png,,
961531,train,,,Dataset_new/train/961531_sat.jpg,Dataset_new/train_labels/961531_mask.png,,
961487,train,,,Dataset_new/train/961487_sat.jpg,Dataset_new/train_labels/961487_mask.png,,
961425,train,,,Dataset_new/train/961425_sat.jpg,Dataset_new/train_labels/961425_mask.png,,
961336,train,,,Dataset_new/train/961336_sat.jpg,Dataset_new/train_labels/961336_mask.png,,
961236,train,,,Dataset_new/train/961236_sat.jpg,Dataset_new/train_labels/961236_mask.png,,
961077,train,,,Dataset_new/train/961077_sat.jpg,Dataset_new/train_labels/961077_mask.png,,
960918,train,,,Dataset_new/train/960918_sat.jpg,Dataset_new/train_labels/960918_mask.png,,
960845,train,,,Dataset_new/train/960845_sat.jpg,Dataset_new/train_labels/960845_mask.png,,
960793,train,,,Dataset_new/train/960793_sat.jpg,Dataset_new/train_labels/960793_mask.png,,
960631,train,,,Dataset_new/train/960631_sat.jpg,Dataset_new/train_labels/960631_mask.png,,
960471,train,,,Dataset_new/train/960471_sat.jpg,Dataset_new/train_labels/960471_mask.png,,
960372,train,,,Dataset_new/train/960372_sat.jpg,Dataset_new/train_labels/960372_mask.png,,
960291,train,,,Dataset_new/train/960291_sat.jpg,Dataset_new/train_labels/960291_mask.png,,
960287,train,,,Dataset_new/train/960287_sat.jpg,Dataset_new/train_labels/960287_mask.png,,
960162,train,,,Dataset_new/train/960162_sat.jpg,Dataset_new/train_labels/960162_mask.png,,
959925,train,,,Dataset_new/train/959925_sat.jpg,Dataset_new/train_labels/959925_mask.png,,
959705,train,,,Dataset_new/train/959705_sat.jpg,Dataset_new/train_labels/959705_mask.png,,
959529,train,,,Dataset_new/train/959529_sat.jpg,Dataset_new/train_labels/959529_mask.png,,
959496,train,,,Dataset_new/train/959496_sat.jpg,Dataset_new/train_labels/959496_mask.png,,
959435,train,,,Dataset_new/train/959435_sat.jpg,Dataset_new/train_labels/959435_mask.png,,
959424,train,,,Dataset_new/train/959424_sat.jpg,Dataset_new/train_labels/959424_mask.png,,
95932,train,,,Dataset_new/train/95932_sat.jpg,Dataset_new/train_labels/95932_mask.png,,
959091,train,,,Dataset_new/train/959091_sat.jpg,Dataset_new/train_labels/959091_mask.png,,
959032,train,,,Dataset_new/train/959032_sat.jpg,Dataset_new/train_labels/959032_mask.png,,
958998,train,,,Dataset_new/train/958998_sat.jpg,Dataset_new/train_labels/958998_mask.png,,
958932,train,,,Dataset_new/train/958932_sat.jpg,Dataset_new/train_labels/958932_mask.png,,
958571,train,,,Dataset_new/train/958571_sat.jpg,Dataset_new/train_labels/958571_mask.png,,
958471,train,,,Dataset_new/train/958471_sat.jpg,Dataset_new/train_labels/958471_mask.png,,
957898,train,,,Dataset_new/train/957898_sat.jpg,Dataset_new/train_labels/957898_mask.png,,
957825,train,,,Dataset_new/train/957825_sat.jpg,Dataset_new/train_labels/957825_mask.png,,
957715,train,,,Dataset_new/train/957715_sat.jpg,Dataset_new/train_labels/957715_mask.png,,
957650,train,,,Dataset_new/train/957650_sat.jpg,Dataset_new/train_labels/957650_mask.png,,
957508,train,,,Dataset_new/train/957508_sat.jpg,Dataset_new/train_labels/957508_mask.png,,
957367,train,,,Dataset_new/train/957367_sat.jpg,Dataset_new/train_labels/957367_mask.png,,
957208,train,,,Dataset_new/train/957208_sat.jpg,Dataset_new/train_labels/957208_mask.png,,
956979,train,,,Dataset_new/train/956979_sat.jpg,Dataset_new/train_labels/956979_mask.png,,
956924,train,,,Dataset_new/train/956924_sat.jpg,Dataset_new/train_labels/956924_mask.png,,
956757,train,,,Dataset_new/train/956757_sat.jpg,Dataset_new/train_labels/956757_mask.png,,
956106,train,,,Dataset_new/train/956106_sat.jpg,Dataset_new/train_labels/956106_mask.png,,
955978,train,,,Dataset_new/train/955978_sat.jpg,Dataset_new/train_labels/955978_mask.png,,
955948,train,,,Dataset_new/train/955948_sat.jpg,Dataset_new/train_labels/955948_mask.png,,
95573,train,,,Dataset_new/train/95573_sat.jpg,Dataset_new/train_labels/95573_mask.png,,
95571,train,,,Dataset_new/train/95571_sat.jpg,Dataset_new/train_labels/95571_mask.png,,
955699,train,,,Dataset_new/train/955699_sat.jpg,Dataset_new/train_labels/955699_mask.png,,
955634,train,,,Dataset_new/train/955634_sat.jpg,Dataset_new/train_labels/955634_mask.png,,
955526,train,,,Dataset_new/train/955526_sat.jpg,Dataset_new/train_labels/955526_mask.png,,
955401,train,,,Dataset_new/train/955401_sat.jpg,Dataset_new/train_labels/955401_mask.png,,
955344,train,,,Dataset_new/train/955344_sat.jpg,Dataset_new/train_labels/955344_mask.png,,
954744,train,,,Dataset_new/train/954744_sat.jpg,Dataset_new/train_labels/954744_mask.png,,
954725,train,,,Dataset_new/train/954725_sat.jpg,Dataset_new/train_labels/954725_mask.png,,
95471,train,,,Dataset_new/train/95471_sat.jpg,Dataset_new/train_labels/95471_mask.png,,
95440,train,,,Dataset_new/train/95440_sat.jpg,Dataset_new/train_labels/95440_mask.png,,
954319,train,,,Dataset_new/train/954319_sat.jpg,Dataset_new/train_labels/954319_mask.png,,
954214,train,,,Dataset_new/train/954214_sat.jpg,Dataset_new/train_labels/954214_mask.png,,
